shortname,website,region,rating_google,reviews,field_lcp,field_cls,field_inp,field_fcp,field_speed_problem,field_ux_problem,perf_score,issues,category,accessibility,best_practices,seo,concatenated_reviews,title,mobile,mobile_lcp,mobile_cls,mobile_inp,desktop,desktop_lcp,desktop_cls,desktop_inp,lab_speed_problem,lab_ux_problem,fh_score,rating,img_sav_kb,js_sav_kb,css_sav_kb,photo_url,fh_site,account_tier,latitude,longitude
thirdelementcharters.com,https://thirdelementcharters.com,EMEA,5,447,1.6 s,0.005,n/a,1.2 s,🟢 Stable,⚪ n/a,80,"High LCP (avg: 2.6s), Layout Shift (avg: 0.203), Mobile bonus (+2)",Third Element Charters Whale Watching & Sailing Charters,n/a,n/a,n/a,"Wonderful experience - extremely friendly and welcoming team, very knowledgeable and overall lovely. It was great to see how much respect the team have for marine life and how much passion is put into..., The experience was hands down the best boat tour we’ve been on, especially for the price. It had a real luxury feel, with unlimited drinks and some food included, all at a very reasonable cost.
Jamie ..., It was an amazing 3 hours trip! Seeing whales just next to us like in a national geographic docu was great!
The crew was very friendly and helpful. They could talk in various languages fluently, for e..., ⭐⭐⭐⭐⭐ An Unforgettable Valentine’s Day Whale Watching Experience!

We had the most amazing time on this whale-watching tour in Tenerife—and on Valentine’s Day, no less! Everything about the experience..., Awesome experience! The communication before and during the trip was nice and the crew made sure, that we had a lovely trip.

I would recommend to book a few days in advance, so that you can reschedul...",Whale watching in Tenerife by Sailboat Home -,82,4.1 s,0.037,4.1 s,78,1.1 s,0.369,1.1 s,🟢 Stable,⚪ n/a,74,Needs Improvement,1542.3,117.1,27.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcpSmSpWETi0Dv7WRD3Qcua5J5DDKaSYzAStu19DwW-3jX1U0A8EdsN0ZoFF8WkUBUi3Jk65BebIMdO_5JyjcgSGuuYTUIGRJ6p89Yoy6zo5qhRCgTfLJc2oAOL2lDGYM6QVJW7IkTrm9FbtEqMhv5QVoV_0QlFqzKnIX7KnlesLX1hTFzL1m7Eqf43XPqPVIB8wcFL134hibz0NBz6CzJEU5QtVKkgig2JPNs6WY5uG_TK7XOUhTWMuGNESlmFK7wgDl2XK9dJo-onDRDGBBbQvr-y8pWC1P71WaKQp_-mwssuaECkhqMy7vp8heJVp1S8S7dZBO7DS4KlmmPjbzVoRF_Q_QZj2mC9ZyyjU6zq0il75ybqhEie_Hft2nGPwdFcILIO2C-ZLVerEN25-b19gXtwbQYRMF4kBPSTc-HzPXr_PupVCPRwve6RDzmaCvaPPmrcsRq4CUt4SUHSWrN21ZQG1wz7zK9EvbW74G3AUqCt0I6KQp2Wbko1qiXEfd2hdGulT1H9qchGV3jI99rQJXjr-eN2S7zU1w6H_P3ne7e5cRJ4yS2B3bmZjyc05XqOo8j_CUB4o3PT-hxfyYYKkZZhH8R_jdglS6-PXl0BdaR0K9el0EXMldrraEkBTur6lkvr&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,28.2469244,-16.84324519999999
kiezjungs.com,https://kiezjungs.com,EMEA,n/a,n/a,2.8 s,0.008,n/a,1.8 s,🟡 Borderline,⚪ n/a,66,High LCP (avg: 8.2s),kiezjungs.com,n/a,n/a,n/a,n/a,Stadtführung Hamburg mit Herz und Schnauze ✅,57,13.8 s,0,18.9 s,75,2.7 s,0.005,3.7 s,🟡 Borderline,⚪ n/a,61,Needs Improvement,871.6,1471.6,192.70000000000002,n/a,Yes,3,n/a,n/a
secretsitaly.com,https://secretsitaly.com,EMEA,3.7,3,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,78,"High LCP (avg: 4.0s), Desktop bonus (+2)",Secrets Italy,n/a,n/a,n/a,"This was such an excellent tour!  There were only 4 people in our group.  It was like having a private VIP tour.  The tour guide was wonderful and informative.  You could tell she was passionate about..., Unfortunately, our experience with Secrets Italy on the Vatican & Sistine Chapel VIP Entrance was disappointing.  While our guide, Francesca, was kind and clearly knowledgeable about history, the enti..., We never would have seen or learned 10% of what Sara was able to show us. Even extra questions about Rome outside the topic she had great answers for!",Secrets Italy | Sightseeing & Food Tours in Rome,74,5.4 s,0.004,13.9 s,82,2.6 s,0.007,3.0 s,🟡 Borderline,⚪ n/a,75,Needs Improvement,0.0,1199.6,148.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpd58VzdY7XkdKN76ZpgcLnjeLS5TpiUJH04NjzpAcy6EnixAqoBqtmkPZaIEiFN3aSa0GZQkWZ8sVhLV9MghB0OiaV3O4aamFR84XwbRRG2xPlVbPvR7XWMyz-vpUCpa_a6NkOY3NwqPAtF9Wxs5qxAWR1uHtABkglX9J_sWvUomxZqMBYxt3qVbwtuOSJJXeyDiO20CR4oQVBnFnvwwSf87Ut_WQaBBUJA80T_dUqn9zgOIWpdkmbiKzXSqfHURCDaY6tGNlJGaB0KF-Gw7aMsZ7xlQH20x1V344MvfJnYsP94R0_9tB2SZ3gC996NhkZnaHub4UQ&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,41.89750859999999,12.470886
showmeitaly.com,https://showmeitaly.com,EMEA,4.4,931,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,72,"High LCP (avg: 5.8s), Desktop bonus (+2)",Show Me Italy,n/a,n/a,n/a,"On a sunny day in may, we were lucky enough to get a guided tour by Marcello around the colesseum, palatine hill and the ancient roman ruins.

I have to say that Marcello was an excellent tour guide! ..., Tiberio made this tour the highlight of our honeymoon!

Tiberio’s immense knowledge of history and his storytelling ability brought the Roman Forum to life! Before we started, I had my doubts about ho..., We took a guided tour around the colloseum, Palatine Hill and Roman forum and we were very pleased with it. Our tour guide, Lumi, was very knowledgeable, very sweet, knew when to throw in a bit of sar..., We booked the  Colesseum and Palatine Hill tour and it was fantastic. Eni is an amazing guide - super knowledgeable and kept us engaged and entertained throughout

I’d been to the basic tour on my own..., Our guide Radu was one of a kind, such an entertaining professional that made our experience unforgettable. I wish all my history teachers were like Radu! Thank you for giving me the opportunity to me...",Rome Tours,63,8.7 s,0.014,13.0 s,81,2.8 s,0.004,2.8 s,🟡 Borderline,⚪ n/a,69,Needs Improvement,5458.6,230.10000000000002,131.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfUyDQFEbk70Vkxq-WFm7TwIOlIB4teo9IHCj_zd53m6lFjUDhTa3r8V-v_kQ4a1-ZWKPV04r6KCLobd9WsHsNEmLWBO0UY6PBwo1bvMbMGgofOq3IwbC6YyglSqGblWKi--KJQenBAd_V1TcAlg6e77zJYUHsrzHjRUc-_9s34iqE9RQDqTcN1ItnTfy1f1q-s2EIBJI3TDUvrnZKWZlAwGJGjVorP4PsnP-FHGfRfRNMy59qpGZOpMdYZBVPCx3sCwgDkV-d0j2PhM6CY0S8phRQFAzUlkEw1gFf4QZ_PaMbmsK2bG2WKLoZU6HFQQF34MMB4SJT8yq_A9zl_s7_9W0IYxWkzSyGKi0W4RVuSA8L8Q7_f3qnpcv7s2QDbCE9Q8ZGo--fQvGZiRnIdF8jsSEWjK-fnwKf9K2yzAoF2uFjGnlMFYJqCpdHMFzhhf6X5eFi1An4QJhsBSKRYwW1Wi78VXhZ3p3rkoBJFQDK8D7knYV3XYJtmxIndTB3vxvVdxo83S86YH5yf_HmUbga5jRMPtV1Cn7g7vxha9oRZwHYLm6NDs8YlTPz5orfl4DfHRvbPWsFxDXIMTtdS4XvjJ6wYwHQtySz8DIR0bhd7v2ChbByKHh1JRnuorZ2IQcIsr8XFjxYzNGL_cMPZFJCn4NA&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,4,41.89660749999999,12.4901289
maverickboatadventures.com,https://maverickboatadventures.com,EMEA,5,254,1.2 s,0.0,n/a,1.0 s,🟢 Stable,⚪ n/a,64,High LCP (avg: 6.7s),Maverick Boat Adventures Boat Trips Sussex,n/a,n/a,n/a,"Had such an amazing day. Sarah was a friendly, confident and reassuring captain/guide. We were so lucky to see a pod of bottlenose dolphins and even saw Stephen the seal. The Seven Sisters were stunni..., We hired the Mediterranean rib as a private hire for just the two of us. The boat was immaculate, and has a top speed of 40 knots. We went to see the Seven Sisters. The sea was calm, and we heard abou..., Fantastic Team Social with Maverick Boat Trips!

Our team had an absolutely brilliant time on our Maverick boat trip last Thursday! The boat was so fun and the views were beautiful.

Our skipper (apol..., We had an absolutely brilliant boat trip to the Seven Sisters last week – breathtaking views and a fantastic overall experience. The staff were incredibly friendly, professional, and made us feel very..., Sarah was amazing! Despite weather delays, she communicated closely, gave great advice, and made our long-awaited boat trip unforgettable. After planning for 6 months and traveling from Australia, we ...",Maverick Boat Adventures | Boat Trips and Water Sports in Sussex,52,12.6 s,0.034,16.1 s,75,0.8 s,0.009,5.1 s,🟡 Borderline,⚪ n/a,58,Needs Improvement,15.100000000000001,2029.5,210.70000000000002,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdm7Samd6yOSCcd26TsCk2aelpde_1stO-qOXzi2uQgDfHiqiNsUyA2He3164V60ob5vQiykd399W_VEktmFdnUY5TgsrMGEfohNY4G96b3ukkQh8Kb_vVNfV4sLLRkR8HvbYxNJLnUkKV_Ss7PKMPK3l89nwBs-Asezk3qhMuW1MRVnIWg6wB6PU4IwS0ncMB9hNurBYO1FqINsLmut3YDgfd5sR0LVdpESyVSUnK6QaX7RXKEf2ysVVePrNLM6eC4hTMZaxjRkbLP8Lnbph6ACTWWXl6OlKhTEPQGxsoLLc5JHxB1qwUJB-7zXG97g63Sbglpt7Y&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,50.7880066,0.0530395
lakedistrictwhitewaterrafting.co.uk,https://lakedistrictwhitewaterrafting.co.uk,EMEA,5,221,1.2 s,0.003,n/a,1.1 s,🟢 Stable,⚪ n/a,50,High LCP (avg: 6.0s),Lake District White Water Rafting,n/a,n/a,n/a,"Highly recommend... such a great experience. James was our raft guide. Very funny and keeps you entertained. The scenery is amazing with plenty of fun along the way.... Thank you guys from Warren, Chr..., We had a fab morning on the river with James! The North Lakes route was incredibly beautiful and, alongside the adventure of the white water, we learnt a lot about the river and surroundings. James wa..., Best White Water Rafting Experience!

Incredible day out on the River Eden. This was by far the best white water rafting experience you will ever have! Huge shoutout to James, our raft guide – he was ..., We went rafting as part of a hen party and had an absolutely fantastic time!
We had a few questions in the lead-up, both Rosie and James were incredibly helpful and friendly every time we called.
On t..., Great fun! Our leader was James, kept us entertained and happy to whole time! Great wild swimming too if you feel brave. Would definitely do it again!",Lake District White Water Rafting | White Water Rafting in the UK,40,10.7 s,0.035,32.9 s,59,1.4 s,0.002,7.5 s,🔴 High (Slow),⚪ n/a,44,Poor,821.5,4337.6,1096.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdFcaN5YQLxN2f7mrDtVfddv8CqvZCqpW-JL3t_pGksdbT5F6yh_Zj8NGrPA9BkOn_6eejW9C9JNzjjRQfKW58ial6F1PS9iHRPIhELzC21JDjDvub6ybZkvPqyYapBv7H66KwTLk3R6FCvAhY_rBySznO1InA_qCmKz7TJXXxHzNjsg7gWHXJgWkWAe3x27o6qdlqVJRgS7wSMPs0V9i29ckWhevmB2fdEsTp-uS78puyEEDRay9e7jEJJkpqx5H6ADnPab550AuLre-PtbxWBjsXz6lfzwk5oRk1q2hq0p3UKE0X1EQVnCREZWfO8Lfk2Hwe4Wb6Gve9alEfBkkDfaGBLwXbNJiQOlCmOFv71CnkCj0H-69EblkBmbNUjc2JdATjFbNvm2Xhm4NpPo91d0uEOcxtgCHkhrTbRyouNCzwJHBBITe6pIndf7NIP_7PLbjZ8U0LtQ8Ulm7bueI8Tcu5U9DoxqBugV-wlazo2cPocbasLHIqXyuJB-J5etT5Iaf9oxKl5qceFlebPJ4SsUWAXWrFJSkYF0HAtYPccXkKn81n_PRAm-ZvyLvTdiGTv64qeN4emX7jwukXUM36Oz_3bYcr8YRX74TPmeqh8c1xrLLro_jaLBu96se_j1HJNGQ&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,54.7529112,-2.698459
camaleontours.com,https://camaleontours.com,EMEA,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Analysis timed out,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Error,n/a,n/a,n/a,n/a,Yes,3,n/a,n/a
royalcatamaran.com,https://royalcatamaran.com,EMEA,4.9,142,1.5 s,0.001,n/a,1.2 s,🟢 Stable,⚪ n/a,68,"High LCP (avg: 4.2s), Desktop bonus (+2)",Royal Catamaran,n/a,n/a,n/a,"We had an amazing experience with royal Catamarán for my sisters hen do. Communication was great and we got a free upgrade on the yacht!! It was so relaxed and fun and was the highlight of the hen! Th..., The weather was perfect. The catamaran was delightful. Our captain, Jesus, was most accommodating. We enjoyed drinks and snacks while skimming across the clear blue sea!It was an absolutely lovely aft..., We had a recent beautiful sunset cruise on the catamaran with the friendliest and careful crew, Fran and Carlos. Booking was fast and all questions were answered. Professional and exceptional service!, This is the 2nd time we have been on this catamaran. We had such a lovely afternoon on the water and Francisco found dolphins for us to watch and sit with for a while. Royal Catamaran is the best and ..., AVOID ABSOLUTELY !!
We had 3h booked with a Yatch. We knew there was bad weather but they did not tell us we had to stay close to the port doing circles in the water ! We asked to get back earlier and...",Charter Privado y Alquiler de Barcos Marbella - Royal Catamarán,38,7.2 s,0.087,15.0 s,97,1.2 s,0.023,2.6 s,🔴 High (Slow),⚪ n/a,64,Needs Improvement,194.2,1196.8000000000002,148.89999999999998,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdF2lRM1GKKhjW2ntaBdZRUQdgzBk3yg01dUKhsf7cpDfABYPqj69uKleHdsvXsX63xMQ9sZcP9Hr5Vh4kgvDGUY9WMJMmsIXLmV61YQk8-GJoMriVZZxTKy1ZXzIOWIdU-KR7FGC68-DPk2nikjgZTAHef1w4cxC59n_X03LEkVlDLsnBkF6wuejbVRVrnVLn2TM0d3HhHqpmq65pnFbreVefol4UQK25Nab3gRJBGxcUQNRyky8TIr7v0erHzYGngwM5OTHtns-v_g9s12KD29LFtpmd5D7SiLdr4YD6LG_aAcfX5FZ6Ec5Si7F7L60uaa1rsKjE&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,36.4884838,-4.9493014
carcavelossurfschool.com,https://carcavelossurfschool.com,EMEA,4.8,967,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Site not accessible,Carcavelos Surf School,n/a,n/a,n/a,"Good vibe! We had a lot of fun surfing with the school here.

Our instructors were able to give us on points feedback after every wave. We were able to improve incrementally. Even when we were waiting..., ⭐⭐⭐⭐⭐

We had our very first surfing lesson at this surf school, and it was absolutely unforgettable! Our instructor, Daniel, was simply amazing! His professionalism, friendly attitude, and ability to..., My surf lesson was fantastic.
As it was my first time on a surfboard 🏄 and it was an entirely wonderful experience.
The introduction and guidance provided by the instructor were both professional and ..., Nuno was incredible!!! He was so helpful, encouraging and made the whole experience so much fun!! Would highly recommend a lesson (or two!) with Carcavelos surf school, We had 2 amazing local surf instructors who were very much into details. We had a very good warm up at the beach which was very important to avoid any tendon leasions. They helped us with techniques i...",403 Forbidden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Error,n/a,n/a,n/a,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdsYVBNjUtllw6PI63Sh4ZrFv8PQ6faLVmTmnOJWB7dGH37pi1OFIFbIcRV2xvCKJTqbW7yXlW-GBZkv2UgAE1GLYdeLXwIYyBcN1JNTtxgmLTNoar2LUDlP55pxXycsFXT7NmCkUcL92_CJQ9H0_dlWV3JVWXcJsC-AvTbCaWBJ-Ev9nFLU-vhhabqez_t5kQrVz2-VPnvBWnI0cy7h1MQu8avz3c-ZTb86Il9IgminFSZWYzJMkdXiPR0Z9NR3uBEyFsh6xTFxQDlQjpnl9wU-iod_HguaLJ_C0eSEUFOTqXeOsJPMN5vp2d6fCCNV2uD_tlLT7E&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,38.6793649,-9.333378999999999
extremehuskies.com,https://extremehuskies.com,EMEA,4.9,338,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,68,"High LCP (avg: 2.5s), Layout Shift (avg: 0.329), Desktop bonus (+2)",Extreme Husky Safaris,n/a,n/a,n/a,"YES, book this tour! We took the four-hour tour in mid-February 2025 and loved every moment. It’s amazing that you get to ride the sleigh yourself, and the dogs seem well cared for. The scenery is bre..., ⭐⭐⭐⭐⭐

We had a fantastic husky safari with Extreme Husky! The small group size made it a very personal experience—no overcrowded tours, just a perfect adventure.

To start, we chose the Coffee Safari..., An Unforgettable Husky Adventure!

Our experience with Extreme Husky Safari near Ivalo was absolutely incredible! From the moment we arrived, the team was extremely welcoming and friendly. The 1.5-hou..., We took the 2-hour tour and the experience was unique. We went through a long journey of ups and downs, were very well guided, and everything was very clear. In the end, they gave us tea or hot coffee..., Absolutely amazing! I got a tip from another company which doesn’t provide the husky safari anymore and it was a superb experience! Originally, I had a big respect as I saw in some TV show how difficu...","Extreme Huskies | Husky Safaris in Ivalo, Finland",46,4.1 s,0.638,17.8 s,91,1.0 s,0.02,4.7 s,🔴 High (Slow),⚪ n/a,62,Needs Improvement,39.5,2091.1000000000004,249.10000000000002,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpefv6oaKZKSdRHShZ_gXh9aYHSYqO0Ny_XZ8LlagFXfJrr8VGeo-qaLhWkCarr136Vcrtrac9_ci6UxRZquk-gIDIQJ15gRv9FVdKHBgyVGHjvJEXW6QGoTujEuR53-yRdcn_fdPt1wFRtuCspwxjp9VW1WTQRioUxG3Oys8Ve2zAGvG3tpLjKHejmghhcEujK_sNrd-rlZiRWvzBBR7735WCUBolsTA_GYPSWXFd_5w-Z6Ubb9MpuyXGkcKK1AUandxHsQPBrNizQylevwz-Y7xOSk9jjNNzWMAO_H8dmVkBR1DRSmSjNbqOXRTD_flHMT9HNvQbt3c0Z_on6jVGINq1YR9EJunk-I2-3pEpdAlwBd841HnzLFX7zpZm9s8BFrxNwdA4QJLXeMco91Pky9QGJmJ9j9IZnEReLpJMJcT-55g4oYeR3bpmv4_5TaJk4aMj_y8dGgUhkYp8zasRtSlq2gSFUBd5zPG9xkpGUEDtv3-7vo3NlZE0oTOS6lfzJb6-9Ic6Wo7E2qj8lwYcCvNkdkKCfdC0KfPApK3Fam0UfTdN8cuGJGzF6mbS4w9zoarMCa7wVzJqwbhztFc1hpxd_J8hZSWwi9bPyQhWFnk7-OnUujMNOIfZ4LAJP-y5TrDv4K&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,68.6071748,27.5974741
schuttevaer.com,https://schuttevaer.com,EMEA,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Analysis timed out,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Error,n/a,n/a,n/a,n/a,Yes,3,n/a,n/a
dingleboattours.com,https://dingleboattours.com,EMEA,4.7,465,1.2 s,0.0,n/a,1.1 s,🟢 Stable,⚪ n/a,76,"High LCP (avg: 3.9s), Desktop bonus (+2)",Dingle Boat Tours,n/a,n/a,n/a,"We booked our Wildlife RIB Tour the same day we went, and it turned out to be one of the highlights of our trip—worth every euro! The thrill of riding in a high-speed boat was an adventure in itself, ..., Our family thoroughly enjoyed our recent boat trip around Dingle Bay. It was a fantastic way to experience the stunning coastline and gain a deeper appreciation for the area's rich history. The kids w..., What a wonderful experience. Bright sunny day helped. Boats run on time and we were given history lessons and tips on stuff to do nearby. We saw the common dolphins and the bottle nose dolphins, seals..., This tour was scenic and informative, and the guide was quite good. We were lucky to see a group of dolphins swimming around! Would recommend to anyone driving the Dingle peninsula., Mike, the skipper, was really helpful and clearly knew what he was doing. There were six of us on board, and a few were novices, but Mike assisted them with unhooking the fish and untangling the lines...","Dingle Boat Tours | Cruises and Fishing in Co Kerry, Ireland",61,6.9 s,0.024,13.8 s,91,0.8 s,0.019,2.8 s,🟡 Borderline,⚪ n/a,73,Needs Improvement,475.6,1234.4,145.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdpQtWgKFivz5jlIIrMGlNawCY5EfVS-HWRyyXzEksZtDjqXsb97M10O1OzQt7kPQMklOqm9KD9_P9yVJwp9fTCI2uRS2vW3l8GxmwkRUjUpG5M0lkobsnLEDG_XLsxFDzRlDxGGZig6NrWhtd3OP8c_ZenlxAFmFffySm8jpYasIk13u0iU8zY-Slo_3CZE3a_q5_KrABzYtPdRepmS2om-A6ysSd8l4xEGdrPJXICH7ma2KE6GGUelFwxsC8dBTCaSToOJdfnwCGFl_mWl5wQqceR4Y50eYPS5-BTuB0piYxXmu2xOsFrEbugzsWBtc6cCaPGe44&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,52.1387107,-10.2782348
carvoeirocaves.com,https://carvoeirocaves.com,EMEA,4.8,853,1.7 s,0.0,n/a,1.4 s,🟢 Stable,⚪ n/a,57,High LCP (avg: 7.8s),Carvoeiro Caves,n/a,n/a,n/a,"The cave tour was SO fun! The boat left right on time and the life vests were brand new. The seats on the boat were also very comfy. Our captain was super funny and told us lots of jokes & stories. We..., Superb excursion! A passionate guide and a very skillful captain make for the perfect combo for an unforgettable experience exploring the coast and its many caves. Recommend it 100%!, Totally worth the full tour. You get to see many caves. The staff is super nice and friendly. Fabio the captain was great :) good vibes. Recommend it 👌👌, So much fun with Joao and Miguel!  We saw and learned so much!  Recommend going in the am as the wind picks up later and makes things less fun. Also recommend low tide so you can get into more caves!, Kayaking into the Algarve Caves was a lifetime experience. Benagil Cave was breathtaking. Thanks for making this planet so beautiful! Take care of it!",Carvoeiro Caves | Passeios de barco na Praia do Carvoeiro e Grutas de Benagil,55,13.6 s,0,15.7 s,59,2.1 s,0.012,5.4 s,🟡 Borderline,⚪ n/a,52,Needs Improvement,200.5,1787.3,200.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfh97rHMU7bjlwEc7kim_XXc-qRXnYbe-PPNVqo_TzKoy0ByA_4Al3KEFiblODhmexHJsGgLjPO1MSzgOtIwZ4Vz4FuWyaSsIlQn7U4U02vP_fc0XtpiFWrFNwTrXPhKf286WmHYH67vhSipHfBhfezs3bVJNH9UaLx0rMnMoHsvebDQIKnqUVUdubAJmF93aVpYwfzRl9dBtn_TacFlPye1pWBVagxwksssejvMBfidaB3Y-VN_vIGy3V7KWxqZO8SITV0_z0bnOeAH_4fN0Hn4jND99h1f2qG7iozWFMXnF2giE20GLvwA_ueK6pZMmWwFfh3VtY&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,37.0967496,-8.4710733
tastytours.com,https://tastytours.com,EMEA,5,346,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,75,"High LCP (avg: 6.6s), Desktop bonus (+2)",Tasty Tours NYC Food Tours,n/a,n/a,n/a,"Our family-of-5 participated in Ryan’s Chinatown and Little Italy Food Tour last week and it was a highlight from our 5 days in NYC! This tour was perfectly timed with just the right amount of stops, ..., Had a wonderful food tour today with our amazing tour guide Daria. She led our group through Greenwich and West Villiage. The food was just amazing! I highly recommend this tour if you are looking to ..., Wonderful walking food tour of Chinatown and Little Italy. Enjoyed all the foods we sampled. Ryan was a great tour guide with a lot of information. Would take another tour if possible. Photos are some..., My friends and I did a girls trip to New York. We wanted to hit some awesome places to eat and Ryan from tasty tours really helped us out. We did the upper east side walking tour. The walk was very do..., I went on a food tour on my first day arriving in New York. I didn’t have many expectations beforehand, but I was genuinely impressed by the entire experience. The food tastings were excellent — we go...",Food Tours and Culinary Experiences - Tasty Tours,50,12.5 s,0,12.6 s,100,0.7 s,0,2.7 s,🟡 Borderline,⚪ n/a,72,Needs Improvement,250.5,1111.8,81.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeaWQyfq0oUd7E3CEqUCbEetM0EYBoqQghwp-sdtpBaYEZ6NwnTBALPyG4FbjzusMcklDNgNRnyvZsaWbw_Owmad6m3xx1B99n-Bm-WUm6GbHuEDXg7OhIOtDAdlZj6U2KRXw-B9V1dwENwkailNO7hzVOaDxRVb1lq2gem5Vi9YJx7jcvenTvcx27cDW-NuCq4Bmw-fiGQ3vglmWUBx1JvJR1wJteXkf9pvsQE86n88LM2lRFw3NrQ1CN0aInsmDLkbOfpx5cszEfetUpYvhgmFBarpUdM1fo0VIk7VsNSZdO7gjEBpXMS8VDYya2JG9ua3whGM0w&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,40.7551279,-73.9861749
